time,buyVolume,sellVolume,trades
2026-05-15T18:06:00.000Z,364,396,510
2026-05-15T18:07:00.000Z,489,358,545
2026-05-15T18:08:00.000Z,536,580,703
2026-05-15T18:09:00.000Z,552,580,711
2026-05-15T18:10:00.000Z,475,391,551
2026-05-15T18:11:00.000Z,230,294,323
2026-05-15T18:12:00.000Z,379,306,447
2026-05-15T18:13:00.000Z,268,385,412
2026-05-15T18:14:00.000Z,250,374,461
2026-05-15T18:15:00.000Z,399,481,607
2026-05-15T18:16:00.000Z,367,441,545
2026-05-15T18:17:00.000Z,276,322,407
2026-05-15T18:18:00.000Z,1186,1654,1671
2026-05-15T18:19:00.000Z,851,958,1196
2026-05-15T18:20:00.000Z,834,681,967
2026-05-15T18:21:00.000Z,466,474,605
2026-05-15T18:22:00.000Z,507,351,558
2026-05-15T18:23:00.000Z,559,390,542
2026-05-15T18:24:00.000Z,446,559,600
2026-05-15T18:25:00.000Z,479,632,671
2026-05-15T18:26:00.000Z,330,554,590
2026-05-15T18:27:00.000Z,405,489,624
2026-05-15T18:28:00.000Z,383,498,615
2026-05-15T18:29:00.000Z,326,281,432
2026-05-15T18:30:00.000Z,637,912,1026
2026-05-15T18:31:00.000Z,965,1060,1374
2026-05-15T18:32:00.000Z,1168,904,1409
2026-05-15T18:33:00.000Z,663,604,835
2026-05-15T18:34:00.000Z,400,328,526
2026-05-15T18:35:00.000Z,526,516,735
2026-05-15T18:36:00.000Z,601,419,702
2026-05-15T18:37:00.000Z,296,411,526
2026-05-15T18:38:00.000Z,298,371,479
2026-05-15T18:39:00.000Z,379,270,471
2026-05-15T18:40:00.000Z,296,516,590
2026-05-15T18:41:00.000Z,230,219,345
2026-05-15T18:42:00.000Z,395,485,619
2026-05-15T18:43:00.000Z,178,188,282
2026-05-15T18:44:00.000Z,311,238,395
2026-05-15T18:45:00.000Z,293,404,473
2026-05-15T18:46:00.000Z,200,169,260
2026-05-15T18:47:00.000Z,243,295,353
2026-05-15T18:48:00.000Z,184,190,253
2026-05-15T18:49:00.000Z,240,235,353
2026-05-15T18:50:00.000Z,341,329,507
2026-05-15T18:51:00.000Z,176,187,288
2026-05-15T18:52:00.000Z,191,201,293
2026-05-15T18:53:00.000Z,503,376,571
2026-05-15T18:54:00.000Z,506,513,670
2026-05-15T18:55:00.000Z,350,392,538
2026-05-15T18:56:00.000Z,228,391,447
2026-05-15T18:57:00.000Z,326,415,505
2026-05-15T18:58:00.000Z,185,228,326
2026-05-15T18:59:00.000Z,291,268,431
2026-05-15T19:00:00.000Z,382,545,668
2026-05-15T19:01:00.000Z,233,357,432
2026-05-15T19:02:00.000Z,369,491,606
2026-05-15T19:03:00.000Z,219,230,342
2026-05-15T19:04:00.000Z,333,399,533
2026-05-15T19:05:00.000Z,388,372,523
2026-05-15T19:06:00.000Z,291,379,465
2026-05-15T19:07:00.000Z,420,435,616
2026-05-15T19:08:00.000Z,291,371,480
2026-05-15T19:09:00.000Z,376,373,543
2026-05-15T19:10:00.000Z,434,504,660
2026-05-15T19:11:00.000Z,733,708,910
2026-05-15T19:12:00.000Z,484,484,657
2026-05-15T19:13:00.000Z,450,398,600
2026-05-15T19:14:00.000Z,236,297,402
2026-05-15T19:15:00.000Z,320,325,471
2026-05-15T19:16:00.000Z,246,298,399
2026-05-15T19:17:00.000Z,316,496,539
2026-05-15T19:18:00.000Z,512,537,715
2026-05-15T19:19:00.000Z,392,348,524
2026-05-15T19:20:00.000Z,480,414,643
2026-05-15T19:21:00.000Z,655,561,867
2026-05-15T19:22:00.000Z,461,366,540
2026-05-15T19:23:00.000Z,178,307,321
2026-05-15T19:24:00.000Z,256,355,446
2026-05-15T19:25:00.000Z,281,237,405
2026-05-15T19:26:00.000Z,295,287,459
2026-05-15T19:27:00.000Z,242,272,371
2026-05-15T19:28:00.000Z,348,356,464
2026-05-15T19:29:00.000Z,305,261,424
2026-05-15T19:30:00.000Z,692,450,782
2026-05-15T19:31:00.000Z,490,426,617
2026-05-15T19:32:00.000Z,268,373,449
2026-05-15T19:33:00.000Z,179,231,309
2026-05-15T19:34:00.000Z,291,265,407
2026-05-15T19:35:00.000Z,355,362,484
2026-05-15T19:36:00.000Z,351,332,508
2026-05-15T19:37:00.000Z,243,328,423
2026-05-15T19:38:00.000Z,240,203,332
2026-05-15T19:39:00.000Z,320,297,454
2026-05-15T19:40:00.000Z,425,420,626
2026-05-15T19:41:00.000Z,283,255,386
2026-05-15T19:42:00.000Z,275,439,502
2026-05-15T19:43:00.000Z,416,425,618
2026-05-15T19:44:00.000Z,347,382,523
2026-05-15T19:45:00.000Z,449,412,675
2026-05-15T19:46:00.000Z,818,721,1074
2026-05-15T19:47:00.000Z,568,495,744
2026-05-15T19:48:00.000Z,398,306,532
2026-05-15T19:49:00.000Z,358,368,510
2026-05-15T19:50:00.000Z,734,1226,1376
2026-05-15T19:51:00.000Z,637,574,832
2026-05-15T19:52:00.000Z,930,1016,1298
2026-05-15T19:53:00.000Z,556,729,890
2026-05-15T19:54:00.000Z,860,1003,1249
2026-05-15T19:55:00.000Z,1585,1568,2257
2026-05-15T19:56:00.000Z,980,1028,1300
2026-05-15T19:57:00.000Z,1347,1411,1775
2026-05-15T19:58:00.000Z,1023,1133,1361
2026-05-15T19:59:00.000Z,4842,5121,5912
2026-05-15T20:00:00.000Z,1844,1725,2230
2026-05-15T20:01:00.000Z,1208,848,1278
2026-05-15T20:02:00.000Z,555,485,678
2026-05-15T20:03:00.000Z,766,695,982
2026-05-15T20:04:00.000Z,461,315,565
2026-05-15T20:05:00.000Z,381,476,625
2026-05-15T20:06:00.000Z,395,393,557
2026-05-15T20:07:00.000Z,377,298,490
2026-05-15T20:08:00.000Z,279,244,391
2026-05-15T20:09:00.000Z,710,734,897
2026-05-15T20:10:00.000Z,630,528,785
2026-05-15T20:11:00.000Z,626,494,787
2026-05-15T20:12:00.000Z,592,362,602
2026-05-15T20:13:00.000Z,421,388,515
2026-05-15T20:14:00.000Z,470,422,622
2026-05-15T20:15:00.000Z,173,196,272
2026-05-15T20:16:00.000Z,144,167,219
2026-05-15T20:17:00.000Z,300,261,387
2026-05-15T20:18:00.000Z,573,466,760
2026-05-15T20:19:00.000Z,250,415,478
2026-05-15T20:20:00.000Z,304,362,460
2026-05-15T20:21:00.000Z,249,158,296
2026-05-15T20:22:00.000Z,207,132,241
2026-05-15T20:23:00.000Z,117,125,187
2026-05-15T20:24:00.000Z,203,122,226
2026-05-15T20:25:00.000Z,233,127,198
2026-05-15T20:26:00.000Z,105,143,175
2026-05-15T20:27:00.000Z,119,94,162
2026-05-15T20:28:00.000Z,133,137,137
2026-05-15T20:29:00.000Z,315,207,307
2026-05-15T20:30:00.000Z,135,148,203
2026-05-15T20:31:00.000Z,102,136,160
2026-05-15T20:32:00.000Z,145,92,170
2026-05-15T20:33:00.000Z,52,80,92
2026-05-15T20:34:00.000Z,41,71,79
2026-05-15T20:35:00.000Z,88,67,115
2026-05-15T20:36:00.000Z,51,62,84
2026-05-15T20:37:00.000Z,93,166,147
2026-05-15T20:38:00.000Z,229,125,183
2026-05-15T20:39:00.000Z,89,51,97
2026-05-15T20:40:00.000Z,76,100,146
2026-05-15T20:41:00.000Z,89,127,147
2026-05-15T20:42:00.000Z,56,55,88
2026-05-15T20:43:00.000Z,38,54,73
2026-05-15T20:44:00.000Z,82,66,104
2026-05-15T20:45:00.000Z,86,89,114
2026-05-15T20:46:00.000Z,38,51,66
2026-05-15T20:47:00.000Z,120,136,138
2026-05-15T20:48:00.000Z,113,73,103
2026-05-15T20:49:00.000Z,154,64,97
2026-05-15T20:50:00.000Z,56,85,87
2026-05-15T20:51:00.000Z,36,40,59
2026-05-15T20:52:00.000Z,59,43,73
2026-05-15T20:53:00.000Z,67,61,73
2026-05-15T20:54:00.000Z,96,66,104
2026-05-15T20:55:00.000Z,70,109,104
2026-05-15T20:56:00.000Z,102,58,92
2026-05-15T20:57:00.000Z,23,58,67
2026-05-15T20:58:00.000Z,282,132,283
2026-05-15T20:59:00.000Z,128,180,227
